Date,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
21-07-2024,CNR8369601219,Canceled by Driver,CID581505,Prime SUV,Richmond Town,Jayanagar,null,null,null,Customer related issue,null,null,8644.334479,null,-108.6345528,null,null
22-07-2024,CNR8346388703,Canceled by Driver,CID680143,Mini,Magadi Road,BTM Layout,null,null,null,Personal & Car related issue,null,null,8646.201916,null,-108.6636741,null,null
26-07-2024,CNR4445082348,Success,CID336831,Mini,Yelahanka,BTM Layout,17066,6760,null,null,No,null,8648.069352,UPI,-108.6927954,16.4,99.1
26-07-2024,CNR5528764313,Success,CID808205,Prime SUV,Ramamurthy Nagar,Bannerghatta Road,17332,6865,null,null,No,null,8649.936789,UPI,-108.7219167,16.6,100.6
03-07-2024,CNR3967141600,Canceled by Driver,CID163765,Auto,Padmanabhanagar,Ramamurthy Nagar,null,null,null,Customer related issue,null,null,8651.804226,null,-108.751038,null,null
07-07-2024,CNR7054352438,Driver Not Found,CID270321,Mini,Hennur,Cox Town,null,null,null,null,null,null,8653.671662,null,-108.7801594,null,null
22-07-2024,CNR1640228619,Success,CID190281,Prime Sedan,Kengeri,Mysore Road,-6221.833333,-4180,null,null,Yes,Other Issue,8655.539099,Cash,-108.8092807,-62.46666667,14
19-07-2024,CNR6684033796,Success,CID352268,Auto,Indiranagar,Whitefield,-6288.333333,-4225,null,null,No,null,8657.406535,Cash,-108.838402,-63.16666667,14.1
01-07-2024,CNR4158584954,Success,CID772392,Auto,Sahakar Nagar,Ramamurthy Nagar,-6354.833333,-4270,null,null,No,null,8659.273972,UPI,-108.8675233,-63.86666667,14.2
23-07-2024,CNR5133236273,Canceled by Driver,CID905849,Prime Plus,Banashankari,Chickpet,null,null,null,Customer related issue,null,null,8661.141408,null,-108.8966446,null,null
26-07-2024,CNR5661490576,Success,CID546076,Bike,Magadi Road,Electronic City,12600,7390,null,null,No,null,8663.008845,Cash,-108.9257659,-33.7,-15.8
05-07-2024,CNR2304446757,Success,CID432144,eBike,Rajarajeshwari Nagar,MG Road,12796,7505,null,null,No,null,8664.876282,Cash,-108.9548872,-34.3,-16.1
18-07-2024,CNR3780555542,Canceled by Customer,CID803813,Mini,Tumkur Road,Chamarajpet,null,null,Driver asked to cancel,null,null,null,8666.743718,null,-108.9840085,null,null
21-07-2024,CNR1559782157,Success,CID906966,Auto,Ulsoor,Bellandur,88.2,-15,null,null,No,null,8668.611155,Cash,-109.0131298,22.34,54.22
13-07-2024,CNR7623690602,Success,CID526261,Bike,Cox Town,Malleshwaram,87.5,-15.5,null,null,Yes,Other Issue,8670.478591,UPI,-109.0422512,22.46,54.54
08-07-2024,CNR2098165230,Success,CID619972,Prime Sedan,Yelahanka,Ramamurthy Nagar,86.8,-16,null,null,No,null,8672.346028,UPI,-109.0713725,22.58,54.86
22-07-2024,CNR5502012579,Success,CID748475,Mini,Vijayanagar,Kengeri,86.1,-16.5,null,null,No,null,8674.213464,Cash,-109.1004938,22.7,55.18
24-07-2024,CNR4698965967,Success,CID529347,Prime Sedan,Ramamurthy Nagar,Chickpet,85.4,-17,null,null,No,null,8676.080901,Cash,-109.1296151,22.82,55.5
21-07-2024,CNR8566688320,Driver Not Found,CID175878,Bike,Chickpet,Shivajinagar,null,null,null,null,null,null,8677.948338,null,-109.1587364,null,null
29-07-2024,CNR8014852782,Canceled by Customer,CID737119,Prime Plus,Kammanahalli,Magadi Road,null,null,Change of plans,null,null,null,8679.815774,null,-109.1878577,null,null
15-07-2024,CNR6012739836,Driver Not Found,CID308763,Prime Sedan,Ramamurthy Nagar,Magadi Road,null,null,null,null,null,null,8681.683211,null,-109.216979,null,null
01-07-2024,CNR3404012959,Success,CID344186,Mini,Chickpet,Chamarajpet,9471,-2750,null,null,No,null,8683.550647,Cash,-109.2461003,-72.5,-71.8
11-07-2024,CNR9282027845,Success,CID767941,Bike,Yeshwanthpur,KR Puram,9618,-2795,null,null,No,null,8685.418084,UPI,-109.2752216,-73.7,-73
30-07-2024,CNR5508853708,Canceled by Customer,CID812594,Prime Plus,Shivajinagar,HSR Layout,null,null,Driver is not moving towards pickup location,null,null,null,8687.28552,null,-109.3043429,null,null
07-07-2024,CNR4241139261,Success,CID133723,Prime Plus,Kammanahalli,Shivajinagar,203,25,null,null,No,null,8689.152957,Cash,-109.3334643,4.7,4.1
27-07-2024,CNR8306274838,Driver Not Found,CID117206,Bike,Bellandur,Rajarajeshwari Nagar,null,null,null,null,null,null,8691.020394,null,-109.3625856,null,null
16-07-2024,CNR2941113042,Canceled by Customer,CID126419,eBike,Mysore Road,Vijayanagar,null,null,Driver asked to cancel,null,null,null,8692.88783,null,-109.3917069,null,null
26-07-2024,CNR2890211405,Canceled by Driver,CID953990,Prime Sedan,Yelahanka,Majestic,null,null,null,Customer related issue,null,null,8694.755267,null,-109.4208282,null,null
04-07-2024,CNR5744401218,Success,CID507511,Bike,Yelahanka,Varthur,13531,7705,null,null,No,null,8696.622703,UPI,-109.4499495,-3,92.7
16-07-2024,CNR7221640450,Success,CID195611,Prime Sedan,RT Nagar,Whitefield,13741,7825,null,null,No,null,8698.49014,UPI,-109.4790708,-3.1,94.1
20-07-2024,CNR8395803905,Canceled by Driver,CID925776,eBike,Bannerghatta Road,RT Nagar,null,null,null,Customer related issue,null,null,8700.357576,null,-109.5081921,null,null
15-07-2024,CNR3188943374,Success,CID524066,Prime SUV,Mysore Road,Peenya,1744.166667,-4419.166667,null,null,No,null,8702.225013,Cash,-109.5373134,-29.21666667,-48.31666667
04-07-2024,CNR2307756142,Success,CID884352,Prime SUV,BTM Layout,Malleshwaram,1761.666667,-4466.666667,null,null,No,null,8704.09245,Cash,-109.5664347,-29.56666667,-48.86666667
27-07-2024,CNR8303547069,Success,CID471469,Mini,Langford Town,Richmond Town,1779.166667,-4514.166667,null,null,No,null,8705.959886,Credit Card,-109.5955561,-29.91666667,-49.41666667
09-07-2024,CNR7368110421,Canceled by Driver,CID372218,Mini,Peenya,Sarjapur Road,null,null,null,Personal & Car related issue,null,null,8707.827323,null,-109.6246774,null,null
30-07-2024,CNR7500310853,Success,CID377809,Prime Sedan,Jayanagar,Richmond Town,-448,-858.3333333,null,null,No,null,8709.694759,UPI,-109.6537987,13.26666667,32.66666667
13-07-2024,CNR8925319975,Success,CID388701,Prime Sedan,Yelahanka,Rajajinagar,-455,-868.3333333,null,null,No,null,8711.562196,UPI,-109.68292,13.36666667,32.96666667
29-07-2024,CNR9261561390,Success,CID853883,Auto,Koramangala,Majestic,-462,-878.3333333,null,null,No,null,8713.429632,Cash,-109.7120413,13.46666667,33.26666667
24-07-2024,CNR3165383151,Canceled by Driver,CID765484,Prime SUV,Devanahalli,KR Puram,null,null,null,Customer was coughing/sick,null,null,8715.297069,null,-109.7411626,null,null
29-07-2024,CNR7006798592,Driver Not Found,CID786658,Prime Sedan,Ulsoor,RT Nagar,null,null,null,null,null,null,8717.164506,null,-109.7702839,null,null
08-07-2024,CNR5613886410,Success,CID107686,Auto,Marathahalli,KR Puram,-3318,3585,null,null,No,null,8719.031942,UPI,-109.7994052,-41,-27.9
16-07-2024,CNR5841521780,Success,CID768996,Prime SUV,Ramamurthy Nagar,Varthur,-3374,3640,null,null,No,null,8720.899379,Cash,-109.8285265,-41.7,-28.4
09-07-2024,CNR1303501225,Canceled by Customer,CID163474,Mini,Malleshwaram,Magadi Road,null,null,Driver is not moving towards pickup location,null,null,null,8722.766815,null,-109.8576479,null,null
26-07-2024,CNR2981560008,Success,CID509309,Bike,Hosur Road,Richmond Town,6855.333333,294.1666667,null,null,No,null,8724.634252,Cash,-109.8867692,18.35,46.35
26-07-2024,CNR6765124275,Success,CID630281,Prime Sedan,Chamarajpet,Banashankari,6925.333333,296.6666667,null,null,No,null,8726.501688,Cash,-109.9158905,18.5,46.8
05-07-2024,CNR9762994658,Success,CID443169,Prime Plus,RT Nagar,Sahakar Nagar,6995.333333,299.1666667,null,null,No,null,8728.369125,UPI,-109.9450118,18.65,47.25
Date,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
26-07-2024,CNR7153255142,Canceled by Driver,CID713523,Prime Sedan,Tumkur Road,RT Nagar,null,null,null,Personal & Car related issue,null,null,8730.236562,null,-109.9741331,null,null
25-07-2024,CNR2940424040,Success,CID225428,Bike,Magadi Road,Varthur,2513,6630,null,null,No,null,8732.103998,Cash,-110.0032544,10.7,56.8
30-07-2024,CNR2982357879,Success,CID270156,Prime SUV,Sahakar Nagar,Varthur,2548,6730,null,null,No,null,8733.971435,UPI,-110.0323757,10.8,57.6
22-07-2024,CNR2395710036,Canceled by Customer,CID581320,eBike,HSR Layout,Vijayanagar,null,null,Driver is not moving towards pickup location,null,null,null,8735.838871,null,-110.061497,null,null
02-07-2024,CNR1797421769,Success,CID939555,Mini,Rajajinagar,Chamarajpet,-5625.666667,-1890,null,null,No,null,8737.706308,Credit Card,-110.0906183,-35.66666667,77.53333333
13-07-2024,CNR8787177882,Success,CID802429,Mini,Kadugodi,Vijayanagar,-5685.166667,-1910,null,null,No,null,8739.573744,UPI,-110.1197396,-36.06666667,78.28333333
23-07-2024,CNR3612067593,Success,CID476071,Bike,Tumkur Road,Whitefield,-5744.666667,-1930,null,null,No,null,8741.441181,Cash,-110.148861,-36.46666667,79.03333333
11-07-2024,CNR5374902489,Canceled by Driver,CID735691,Prime Plus,Bannerghatta Road,Sarjapur Road,null,null,null,Personal & Car related issue,null,null,8743.308618,null,-110.1779823,null,null
01-07-2024,CNR5030602354,Driver Not Found,CID999840,Mini,Chamarajpet,Peenya,null,null,null,null,null,null,8745.176054,null,-110.2071036,null,null
18-07-2024,CNR6328453219,Canceled by Driver,CID907133,Auto,RT Nagar,Varthur,null,null,null,Personal & Car related issue,null,null,8747.043491,null,-110.2362249,null,null
29-07-2024,CNR4787583516,Success,CID923404,Prime Plus,Hosur Road,Jayanagar,4592,-918.3333333,null,null,No,null,8748.910927,Cash,-110.2653462,-69.7,72.8
26-07-2024,CNR7943634301,Success,CID647026,Prime Plus,Kammanahalli,Rajajinagar,4637.5,-928.3333333,null,null,No,null,8750.778364,Cash,-110.2944675,-70.45,73.5
27-07-2024,CNR4524472111,Success,CID540929,Auto,Cox Town,Yelahanka,4683,-938.3333333,null,null,No,null,8752.6458,UPI,-110.3235888,-71.2,74.2
17-07-2024,CNR3914552245,Canceled by Driver,CID557845,Auto,Hosur Road,Banashankari,null,null,null,Personal & Car related issue,null,null,8754.513237,null,-110.3527101,null,null
16-07-2024,CNR8181602032,Success,CID167642,Bike,Indiranagar,MG Road,3766,95,null,null,No,null,8756.380674,UPI,-110.3818314,-67.8,-28.9
02-07-2024,CNR8090918544,Success,CID640151,Bike,Magadi Road,HSR Layout,3822,95,null,null,No,null,8758.24811,UPI,-110.4109528,-68.9,-29.4
02-07-2024,CNR2209545050,Driver Not Found,CID630354,Mini,Ramamurthy Nagar,BTM Layout,null,null,null,null,null,null,8760.115547,null,-110.4400741,null,null
05-07-2024,CNR2194366410,Success,CID243275,Bike,Electronic City,Langford Town,1733.2,779.5,null,null,No,null,8761.982983,Cash,-110.4691954,31.43,-9.1
09-07-2024,CNR9975925287,Success,CID162055,Prime SUV,Magadi Road,RT Nagar,1743,784,null,null,No,null,8763.85042,UPI,-110.4983167,31.6,-9.18
12-07-2024,CNR60557331,Success,CID902781,eBike,Koramangala,Sarjapur Road,1752.8,788.5,null,null,No,null,8765.717856,Cash,-110.527438,31.77,-9.26
11-07-2024,CNR2119775473,Success,CID217093,eBike,Basavanagudi,Hulimavu,1762.6,793,null,null,No,null,8767.585293,Cash,-110.5565593,31.94,-9.34
08-07-2024,CNR6013805089,Success,CID817034,Prime Sedan,Padmanabhanagar,Jayanagar,1772.4,797.5,null,null,No,null,8769.45273,Cash,-110.5856806,32.11,-9.42
16-07-2024,CNR4306636052,Canceled by Driver,CID103842,Prime SUV,Mysore Road,Vijayanagar,null,null,null,Customer was coughing/sick,null,null,8771.320166,null,-110.6148019,null,null
03-07-2024,CNR9832070187,Success,CID655872,Bike,Koramangala,BTM Layout,-5182.266667,-661.5714286,null,null,No,null,8773.187603,Cash,-110.6439232,-33.78285714,58.34
03-07-2024,CNR5620539253,Success,CID290480,Prime Plus,Mysore Road,Sahakar Nagar,-5209.466667,-665.4285714,null,null,No,null,8775.055039,Cash,-110.6730446,-33.97714286,58.62
19-07-2024,CNR4443921904,Success,CID654618,Mini,Tumkur Road,Koramangala,-5236.666667,-669.2857143,null,null,No,null,8776.922476,UPI,-110.7021659,-34.17142857,58.9
25-07-2024,CNR7194303296,Success,CID538245,Mini,Mysore Road,Hennur,-5263.866667,-673.1428571,null,null,No,null,8778.789912,UPI,-110.7312872,-34.36571429,59.18
15-07-2024,CNR6494005067,Success,CID805360,Auto,Yelahanka,Malleshwaram,-5291.066667,-677,null,null,No,null,8780.657349,UPI,-110.7604085,-34.56,59.46
30-07-2024,CNR6805579107,Success,CID810214,Prime SUV,Indiranagar,Indiranagar,-5318.266667,-680.8571429,null,null,No,null,8782.524786,Cash,-110.7895298,-34.75428571,59.74
21-07-2024,CNR6003663433,Canceled by Customer,CID350426,Prime Plus,Rajajinagar,Chamarajpet,null,null,Driver asked to cancel,null,null,null,8784.392222,null,-110.8186511,null,null
23-07-2024,CNR2998177423,Driver Not Found,CID946041,Auto,RT Nagar,Yelahanka,null,null,null,null,null,null,8786.259659,null,-110.8477724,null,null
27-07-2024,CNR7979458138,Success,CID978509,eBike,Frazer Town,Indiranagar,189,65,null,null,No,null,8788.127095,Cash,-110.8768937,4.8,4.7
23-07-2024,CNR7286474506,Canceled by Customer,CID500806,eBike,Jayanagar,Richmond Town,null,null,Driver is not moving towards pickup location,null,null,null,8789.994532,null,-110.906015,null,null
23-07-2024,CNR9820692957,Success,CID625327,Prime Sedan,Koramangala,Hosur Road,8001,-1870,null,null,No,null,8791.861968,Cash,-110.9351363,67.7,-16.36666667
08-07-2024,CNR4094067472,Success,CID896062,Prime Sedan,Majestic,Jayanagar,8081.5,-1890,null,null,No,null,8793.729405,Cash,-110.9642577,68.35,-16.56666667
14-07-2024,CNR7142279862,Success,CID378034,eBike,Yeshwanthpur,JP Nagar,8162,-1910,null,null,No,null,8795.596841,UPI,-110.993379,69,-16.76666667
23-07-2024,CNR5488574120,Canceled by Driver,CID169284,Auto,Peenya,Hosur Road,null,null,null,Customer related issue,null,null,8797.464278,null,-111.0225003,null,null
03-07-2024,CNR8148468821,Canceled by Driver,CID347094,Prime Plus,Marathahalli,BTM Layout,null,null,null,Customer was coughing/sick,null,null,8799.331715,null,-111.0516216,null,null
03-07-2024,CNR5176704322,Success,CID296026,Prime Plus,KR Puram,Hennur,287,40,null,null,Yes,Customer Demand,8801.199151,UPI,-111.0807429,3.1,3.5
24-07-2024,CNR9287248724,Canceled by Driver,CID959554,Prime SUV,Hosur Road,Yeshwanthpur,null,null,null,Customer related issue,null,null,8803.066588,null,-111.1098642,null,null
10-07-2024,CNR7547352327,Success,CID976231,Prime Plus,Hulimavu,Rajarajeshwari Nagar,210,105,null,null,No,null,8804.934024,UPI,-111.1389855,3.8,4.9
20-07-2024,CNR9660405769,Canceled by Driver,CID483311,eBike,Electronic City,Varthur,null,null,null,Customer related issue,null,null,8806.801461,null,-111.1681068,null,null
11-07-2024,CNR4251304471,Success,CID888740,Prime SUV,Shivajinagar,Jayanagar,-6230,-412,null,null,No,null,8808.668897,Cash,-111.1972281,-19.14,49.65
06-07-2024,CNR1568684278,Success,CID709612,Prime Plus,Bannerghatta Road,Majestic,-6279,-416,null,null,No,null,8810.536334,UPI,-111.2263495,-19.32,50
05-07-2024,CNR2230045814,Success,CID961125,Prime SUV,Cox Town,Chamarajpet,-6328,-420,null,null,No,null,8812.403771,Cash,-111.2554708,-19.5,50.35
11-07-2024,CNR7871058089,Success,CID221021,Mini,Hennur,Kengeri,-6377,-424,null,null,No,null,8814.271207,Cash,-111.2845921,-19.68,50.7
16-07-2024,CNR5503358927,Driver Not Found,CID552049,Bike,Peenya,MG Road,null,null,null,null,null,null,8816.138644,null,-111.3137134,null,null
12-07-2024,CNR4240145033,Success,CID415325,Prime Plus,Devanahalli,Rajajinagar,-2493.133333,992.047619,null,null,No,null,8818.00608,Cash,-111.3428347,7.826666667,39.94857143
16-07-2024,CNR3157077054,Success,CID745270,eBike,Ramamurthy Nagar,Sahakar Nagar,-2506.733333,996.6190476,null,null,No,null,8819.873517,Cash,-111.371956,7.846666667,40.13142857
26-07-2024,CNR9312632867,Success,CID649563,Prime SUV,Tumkur Road,Mysore Road,-2520.333333,1001.190476,null,null,Yes,Vehicle Breakdown,8821.740953,Cash,-111.4010773,7.866666667,40.31428571
25-07-2024,CNR5274603340,Success,CID477783,Prime SUV,Electronic City,Banashankari,-2533.933333,1005.761905,null,null,No,null,8823.60839,Cash,-111.4301986,7.886666667,40.49714286
17-07-2024,CNR1050003752,Success,CID993137,Bike,Chamarajpet,Shivajinagar,-2547.533333,1010.333333,null,null,No,null,8825.475827,UPI,-111.4593199,7.906666667,40.68
07-07-2024,CNR3603517873,Success,CID386651,eBike,Rajarajeshwari Nagar,Marathahalli,-2561.133333,1014.904762,null,null,No,null,8827.343263,Cash,-111.4884413,7.926666667,40.86285714
01-07-2024,CNR1557960488,Driver Not Found,CID884386,Prime SUV,Rajarajeshwari Nagar,Varthur,null,null,null,null,null,null,8829.2107,null,-111.5175626,null,null
01-07-2024,CNR9758857830,Success,CID528642,Prime Plus,HSR Layout,Magadi Road,-14014,3370,null,null,No,null,8831.078136,UPI,-111.5466839,102.5,49.9
02-07-2024,CNR8080410192,Success,CID416746,eBike,Jayanagar,JP Nagar,-14231,3420,null,null,No,null,8832.945573,UPI,-111.5758052,104,50.6
13-07-2024,CNR1938623854,Canceled by Driver,CID713303,Bike,Hennur,Padmanabhanagar,null,null,null,More than permitted people in there,null,null,8834.813009,null,-111.6049265,null,null
25-07-2024,CNR2723927558,Success,CID954071,Mini,Hennur,Chamarajpet,10140.9,-2532.5,null,null,No,null,8836.680446,Cash,-111.6340478,29.07,-41.5
18-07-2024,CNR7825941026,Success,CID234007,Mini,Marathahalli,Langford Town,10217.2,-2552.5,null,null,No,null,8838.547883,UPI,-111.6631691,29.26,-41.85
22-07-2024,CNR9148580255,Success,CID164393,Prime SUV,Tumkur Road,Magadi Road,10293.5,-2572.5,null,null,No,null,8840.415319,UPI,-111.6922904,29.45,-42.2
15-07-2024,CNR2946309760,Success,CID984343,Prime Plus,Hosur Road,Hennur,10369.8,-2592.5,null,null,No,null,8842.282756,Cash,-111.7214117,29.64,-42.55
19-07-2024,CNR3472489570,Driver Not Found,CID621402,Prime SUV,Electronic City,Marathahalli,null,null,null,null,null,null,8844.150192,null,-111.750533,null,null
07-07-2024,CNR1768885472,Canceled by Driver,CID130993,Prime SUV,Basavanagudi,Padmanabhanagar,null,null,null,More than permitted people in there,null,null,8846.017629,null,-111.7796544,null,null
06-07-2024,CNR7486448495,Success,CID931462,Auto,Ulsoor,Padmanabhanagar,63,65,null,null,No,null,8847.885065,UPI,-111.8087757,4,4.3
04-07-2024,CNR2735636537,Driver Not Found,CID111173,Prime SUV,Cox Town,Chamarajpet,null,null,null,null,null,null,8849.752502,null,-111.837897,null,null
26-07-2024,CNR7533317866,Canceled by Customer,CID867762,Mini,Shantinagar,Hulimavu,null,null,AC is Not working,null,null,null,8851.619939,null,-111.8670183,null,null
01-07-2024,CNR5758479139,Success,CID805528,Prime Sedan,RT Nagar,Chickpet,2809.1,2197,null,null,No,null,8853.487375,Cash,-111.8961396,23.7,38.27
22-07-2024,CNR8021985469,Success,CID604351,Mini,Hosur Road,Kadugodi,2825.2,2210,null,null,No,null,8855.354812,Cash,-111.9252609,23.82,38.48
21-07-2024,CNR3800597105,Success,CID386103,Mini,JP Nagar,Chickpet,2841.3,2223,null,null,No,null,8857.222248,Cash,-111.9543822,23.94,38.69
05-07-2024,CNR6179425512,Success,CID607886,Mini,Bannerghatta Road,Basavanagudi,2857.4,2236,null,null,No,null,8859.089685,Cash,-111.9835035,24.06,38.9
29-07-2024,CNR7924302885,Success,CID517661,Auto,Magadi Road,Nagarbhavi,2873.5,2249,null,null,Yes,Customer Demand,8860.957121,UPI,-112.0126248,24.18,39.11
15-07-2024,CNR7181374756,Canceled by Driver,CID700952,Auto,Devanahalli,Kammanahalli,null,null,null,More than permitted people in there,null,null,8862.824558,null,-112.0417462,null,null
16-07-2024,CNR2830899473,Success,CID808607,Mini,Kadugodi,Frazer Town,133,90,null,null,No,null,8864.691995,UPI,-112.0708675,4.3,3.4
14-07-2024,CNR7592165192,Canceled by Driver,CID863704,Prime SUV,Rajarajeshwari Nagar,HSR Layout,null,null,null,Personal & Car related issue,null,null,8866.559431,null,-112.0999888,null,null
11-07-2024,CNR6077524333,Canceled by Driver,CID708519,Prime SUV,Chickpet,Shantinagar,null,null,null,More than permitted people in there,null,null,8868.426868,null,-112.1291101,null,null
